,nombre,categoria,seccion,descripcion,dimensiones,imagen
2414,MYS24,Tocadiscos y altavoces,Electrónica  Musica  Sonido  ,Tocadiscos caja sapeli Dual tapa plástico,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/MYS24/MYS24-720x540.png
2415,TP24,Tapices y estandartes,Arabe  Castillo  ,Friso árabe de cuero arcos,330x2x138 (cm),https://atrezzovazquez.es/admin/img_prod/TP24/TP24-720x540.png
2416,ML24,Librería,Comedor  Salón  ,Mueble librería oscuro con parte alta,105x42x214 (cm),https://atrezzovazquez.es/admin/img_prod/ML24/ML24-720x540.png
2417,MED24,Atrezzo medicina,Hospital  Medicina  ,Escalerilla de madera torneada antigua doble para tubos de ensayo,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/MED24/MED24-720x540.png
2418,HOS24,Hospitales,Hospital  Medicina  ,Mesilla hospital hierro y formica gris,40x43x78 (cm),https://atrezzovazquez.es/admin/img_prod/HOS24/HOS24-720x540.png
2419,VAA24,Atrezzo vario,Comedor  ,Recogedor de migas plateado (2 piezas),0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/VAA24/VAA24-720x540.png
2420,RAD24,Radios,,Radio antigua caja madera 4 mandos  dial crema,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/RAD24/RAD24-720x540.png
2421,SI24,Sillón,Chippendale  Sillería  ,Sillón chipendale nogal tallado tapizado crema,64x56x128 (cm),https://atrezzovazquez.es/admin/img_prod/SI24/SI24-1-720x540.png
2422,MV24,Muebles varios,Chifonier  ,Chifonier claro 6 cajones,70x39x101 (cm),https://atrezzovazquez.es/admin/img_prod/MV24/MV24-1-720x540.png
2423,JUE24,Juego,,Tablero de ajedrez plegable con sus fichas,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/JUE24/JUE24-720x540.png
2424,SIL24,Silla,Chippendale  Sillería  ,Silla chippendale nogal tallada tapizada crema,54x48x118 (cm),https://atrezzovazquez.es/admin/img_prod/SIL24/SIL24-1-720x540.png
2425,MOS24,Mostrador,Descatalogado  ,Descatalogado,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/MOS24/LOGOTIPO VAZQUEZ- 720x540.png
2426,S24,Sofá,Chippendale  Salón  Sillería  ,Sofá chippendale nogal respaldo alto madera calado,135x56x128 (cm),https://atrezzovazquez.es/admin/img_prod/S24/S24-1-720x540.png
2427,TYV24,Televisores y vídeos,Televisor  ,"Televisión caja madera y gris Elbe 21""",63x50x40 (cm),https://atrezzovazquez.es/admin/img_prod/TYV24/TYV24-1-720x540.png
2428,PV24,Pie de vela,Iglesia  ,Pie de vela de iglesia para ofrenda de lamparillas (lampadario),57x43x121 (cm),https://atrezzovazquez.es/admin/img_prod/PV24/PV24-1-720x540.png
2429,BRA24,Brasero,Medieval  Pebetero  ,Pebetero varilla hierro plato con cadena,40x40x180 (cm),https://atrezzovazquez.es/admin/img_prod/BRA24/BRA24 (HAY 2) 720x540.png
2430,JAU24,Jaula,Pie de jaula  ,Pie de jaula niquelado curvo,0x0x160 (cm),https://atrezzovazquez.es/admin/img_prod/JAU24/JAU24-720x540.png
2431,VI24,Vitrina,Italiano  ,Vitrina italiana formica crema,92x40x160 (cm),https://atrezzovazquez.es/admin/img_prod/VI24/VI24-1-720x540.png
2432,PER24,Perchero,Dormitorio  Thonet  ,Perchero burro curvado tonet nogal,61x30x90 (cm),https://atrezzovazquez.es/admin/img_prod/PER24/PER24-1-720x540.png
2433,QIN24,Quinqués,,Quinqué cristal tallado morado peana metal grabado,13x13x25 (cm),https://atrezzovazquez.es/admin/img_prod/QIN24/QIN24-720x540.png
2434,MYC24,Maletines y carteras,,Maletín de médico antiguo cuero marrón,43x24x20 (cm),https://atrezzovazquez.es/admin/img_prod/MYC24/MYC24-1-720x540.png
2435,MOU24,Mobiliario urbano,Calle  ,Señal de tráfico inglesa de trabajos en la vía,61x1x61 (cm),https://atrezzovazquez.es/admin/img_prod/MOU24/MOU24-720x540.png
2436,CDM24,Centro de mesa,,Centro de mesa de loza picos,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/CDM24/CDM24-720x540.png
2437,FIG24,Figuras,Adorno  ,Figura de cartón grande elefante hindú,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/FIG24/FIG24-720x540.png
2438,PLA24,Playa,Descatalogado  ,,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/PLA24/LOGOTIPO VAZQUEZ- 720x540.png
2439,REG24,Religión,Cruces  ,Cruz de madera con Cristo tallado,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/REG24/REG24-720x540.png
2440,RU24,Rural,Oficios  ,Azadones de minero,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/RU24/RU24-720x540.png
2441,ALF25,Alfombra,Arabe  Comedor  Salón  ,Alfombra persa marrón,240x200x1 (cm),https://atrezzovazquez.es/admin/img_prod/ALF25/ALF25-720x540.png
2442,AFC25,Alfombra de cama,Arabe  Dormitorio  ,Alfombrin de cama persa rojo,115x60x1 (cm),https://atrezzovazquez.es/admin/img_prod/AFC25/AFC25-720x540.png
2443,AP25,Aparador,Comedor  Isabelino  ,Vitrina isabelina negra a juego AP24,124x54x200 (cm),https://atrezzovazquez.es/admin/img_prod/AP25/AP25-1-720x540.png
2444,ARC25,Arcon,Rústico  ,Arcón talla lisa antiguo,120x55x50 (cm),https://atrezzovazquez.es/admin/img_prod/ARC25/ARC25-1-720x540.png
2445,AR25,Armario,Dormitorio  ,Armario 1900 claro tallado con copete 1 puerta,100x43x220 (cm),https://atrezzovazquez.es/admin/img_prod/AR25/AR25-1-720x540.png
2446,ATR25,Atril,,Atril de metacrilato,40x40x100 (cm),https://atrezzovazquez.es/admin/img_prod/ATR25/ATR25-1-720x540.png
2447,BAC25,Banco,Descatalogado  ,,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/BAC25/LOGOTIPO VAZQUEZ- 720x540.png
2448,BAN25,Banqueta,Góndola  ,Banqueta góndola clara,66x37x43 (cm),https://atrezzovazquez.es/admin/img_prod/BAN25/BAN25-1-720x540.png
2449,BA25,Baño,Lavabo  ,Lavamanos de pared,45x26x10 (cm),https://atrezzovazquez.es/admin/img_prod/BA25/BA25-1-720x540.png
2450,BAU25,Baul,Almacenaje  Viaje  ,Baúl chapa tapa recta,85x46x50 (cm),https://atrezzovazquez.es/admin/img_prod/BAU25/BAU25-1-720x540.png
2451,BIO25,Biombo,Arabe  ,Biombo puerta árabe celosía,60x4x260 (cm),https://atrezzovazquez.es/admin/img_prod/BIO25/BIO25-720x540.png
2452,CA25,Cama,Dormitorio  ,Cabecero con listones madera y hierro,260x10x45 (cm),https://atrezzovazquez.es/admin/img_prod/CA25/CA25-720x540.png
2453,CO25,Cocinas,Varios cocina  ,Fregadero de cocina de cinc dos senos,97x49x28 (cm),https://atrezzovazquez.es/admin/img_prod/CO25/CO25-720x540.png
2454,COM25,Comoda,Comodín  Dormitorio  Inglesa  ,Comodín caoba inglés 4 cajones,98x42x76 (cm),https://atrezzovazquez.es/admin/img_prod/COM25/COM25-1-720x540.png
2455,CON25,Consola,Inglesa  Recibidor  ,Consola inglesa caoba lisa con cajón entrepaño bajo,77x41x74 (cm),https://atrezzovazquez.es/admin/img_prod/CON25/CON25-1-720x540.png
2456,CU25,Cuadro,Religioso  ,Cuadro tríptico marco dorado tallado óleo descenso de la cruz,244x10x222 (cm),https://atrezzovazquez.es/admin/img_prod/CU25/CU25-720x540.png
2457,ANU25,Carteles y anuncios,Bar y cafetería  ,Cartel  antiguo chapa Martini,25x1x10 (cm),https://atrezzovazquez.es/admin/img_prod/ANU25/ANU25-720x540.png
2458,ESP25,Espejo,Dormitorio  ,Espejo de tocador de pared marco roble,75x25x67 (cm),https://atrezzovazquez.es/admin/img_prod/ESP25/ESP25-720x540.png
2459,ES25,Estanteria,Despacho  Rústico  ,Estante casillero rústico,80x20x27 (cm),https://atrezzovazquez.es/admin/img_prod/ES25/ES25-1-720x540.png
2460,EST25,Estufa,Calefaccion  ,Radiador de hierro grabado varios elementos,35x15x85 (cm),https://atrezzovazquez.es/admin/img_prod/EST25/EST25-720x540.png
2461,F25,Fichero,Despacho  ,Fichero metálico gris 4 cajones,41x62x132 (cm),https://atrezzovazquez.es/admin/img_prod/F25/F25-1-720x540.png
2462,MUS25,Instrumentos musicales,Musica  ,Violonchelo auténtico,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/MUS25/MUS25 (INM12)-720x540.png
2463,ADO25,Adornos,Salón  ,Figura bronce grande caballo y jinete,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/ADO25/ADO25-720x540.png
2464,DPT25,Deporte,Gimnasio  ,Remo de gimnasio negro plegable,140x60x150 (cm),https://atrezzovazquez.es/admin/img_prod/DPT25/DPT25-720x540.png
2465,LAM25,Lámpara,Lámpara de mesa  Salón  ,Lámpara de mesa loza blanca bola,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/LAM25/LAM25-720X540.png
2466,FUM25,Artículos de fumador,Cenicero  ,Ceniceros acero diferentes lisos,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/FUM25/FUM25-720X540.png
2467,M25,Mesa,Centro  Salón  ,Mesa centro cuarterones patas hierro,100x100x35 (cm),https://atrezzovazquez.es/admin/img_prod/M25/M25-1-720X540.png
2468,BAD25,Bandejas,,Bandejas ovaladas de acero diferentes,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/BAD25/BAD25-720x540.png
2469,BYC25,Atrezzo de bar y cafetería,Bar y cafetería  ,Copas de Whisky cristal caramelo,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/BYC25/BYC25(BAR25-720x540).png
2470,COL25,Atrezzo colegio,Colegio  ,Cuadernos colegio antiguos caligrafía,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/COL25/COL25-720x540.png
2471,DES25,Atrezzo despacho,Despacho  Máquinas de escribir  ,Máquina  de escribir antigua Hammond,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/DES25/DES25-720x540.png
2472,BEB25,Bebé,Descatalogado  ,,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/BEB25/LOGOTIPO VAZQUEZ- 720x540.png
2473,CST25,Moda y costura,Costurero  Isabelino  ,Costurero isabelino negro y oro con bolsa,50x64x69 (cm),https://atrezzovazquez.es/admin/img_prod/CST25/CST25-720x540.png
2474,CAR25,Caja registradora,Calculadoras  Despacho  ,Calculadora eléctrica con rodillo,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/CAR25/CAR25 (DES103)-720x540.png
2475,CRI25,Cristalería,Jarras  ,Jarras cristal liso.,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/CRI25/CRI25-720x540.png
2476,MC25,Macetero,Comedor  Salón  ,Macetero negro bajo,22x22x65 (cm),https://atrezzovazquez.es/admin/img_prod/MC25/MC25-1-720x540.png
2477,ME25,Mesilla,Cubista  Dormitorio  ,Mesilla cubista tapa nácar,59x32x73 (cm),https://atrezzovazquez.es/admin/img_prod/ME25/ME25-1-720x540.png
2478,VET25,Ventilador,,Ventilador de techo blanco 5 aspas,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/VET25/VET25-720x540.png
2479,REL25,Reloj,Salón  ,Reloj de pared antiguo esfera nácar marco negro forma,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/REL25/REL25-720x540.png
2480,TEL25,Telefonía,,Contestadores automáticos,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/TEL25/TLF25-720x540.png
2481,MYN25,Maletas y neceseres de viaje,Viaje  ,Maleta fibra jaspeada claro borde marrón,70x45x25 (cm),https://atrezzovazquez.es/admin/img_prod/MYN25/MYN25-720x540.png
2482,TOC25,Objetos de tocador,Tocador  ,Juego de tocador botes rojos (4 piezas),0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/TOC25/TOC25-720x540.png
2483,JUG25,Juguetes,Juguete  ,Adornos plástico,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/JUG25/JUG25-720x540.png
2484,JAR25,Jarrones y jarras,Adorno  Decoración  Salón  ,Jarrón grande Talavera,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/JAR25/JAR25-720x540.png
2485,MYS25,Tocadiscos y altavoces,Electrónica  Musica  Sonido  ,Tocadiscos caja madera Dual tapa plástico,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/MYS25/MYS25-720x540.png
2486,TP25,Tapices y estandartes,Salón  ,Tapiz bordado terciopelo leones con bastidor,180x5x120 (cm),https://atrezzovazquez.es/admin/img_prod/TP25/TP25-720x540.png
2487,ML25,Librería,Comedor  Salón  ,MUEBLE LIBRERÍA OSCURO CON PARTE ALTA,135x65x240 (cm),https://atrezzovazquez.es/admin/img_prod/ML25/ML25-720x540.png
2488,MED25,Atrezzo medicina,Hospital  Medicina  ,Escalerilla de madera torneada antigua sencilla para tubos de ensayo,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/MED25/MED25-720x540.png
2489,HOS25,Hospitales,Hospital  Medicina  ,Mesilla de hospital de hierro crema,19x43x88 (cm),https://atrezzovazquez.es/admin/img_prod/HOS25/HOS25-1-720x540.png
2490,VAA25,Atrezzo vario,Despacho  ,Descatalogado,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/VAA25/LOGOTIPO VAZQUEZ- 720x540.png
2491,RAD25,Radios,,Radio antigua baquelita marron 2 mandos Iberia,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/RAD25/RAD25-720x540.png
2492,SI25,Sillón,Curvado  Sillería  ,Sillón curvado nogal respaldo peineta asiento rejilla,60x48x98 (cm),https://atrezzovazquez.es/admin/img_prod/SI25/SI25-1-720x540.png
2493,MV25,Muebles varios,Japonés  Taquillón  ,Taquillón japonés puertas estrellas,100x35x70 (cm),https://atrezzovazquez.es/admin/img_prod/MV25/MV-25-720x540.png
2494,ESTAT25,Estatua,Religioso  ,Estatua imagen Inmaculada de escayola,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/ESTAT25/ESTAT25-720x540.png
2495,JUE25,Juego,,Tablero de ajedrez antiguo,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/JUE25/JUE25-720x540.png
2496,SIL25,Silla,Comedor  ,Silla de comedor caoba pala marquetería tapizadas rayas verde (a juego sillones SI-53 y mesa M-484),48x53x95 (cm),https://atrezzovazquez.es/admin/img_prod/SIL25/CONJUNTO COMEDOR-720x540.png
2497,MOS25,Mostrador,Tienda  ,Mostrador de madera en esquina,283x68x90 (cm),https://atrezzovazquez.es/admin/img_prod/MOS25/MOS25-720x540.png
2498,S25,Sofá,Curvado  Salón  Sillería  ,Sofá curvado nogal respaldo peineta asiento rejilla,122x48x98 (cm),https://atrezzovazquez.es/admin/img_prod/S25/S25-1-720x540.png
2499,TYV25,Televisores y vídeos,Televisor  ,"Televisión portátil plástico negro Elbe 14""",45x30x30 (cm),https://atrezzovazquez.es/admin/img_prod/TYV25/TYV25-720x540.png
2500,PV25,Pie de vela,Iglesia  ,Pie de vela de iglesia para ofrenda grande de lamparillas,87x67x117 (cm),https://atrezzovazquez.es/admin/img_prod/PV25/PV25-1-720x540.png
2501,JAU25,Jaula,Pie de jaula  ,Pie de jaula niquelado peana redonda,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/JAU25/JAU25-720x540.png
2502,VI25,Vitrina,Comedor  Salón  ,Vitrina de pared clara 2 puertas,90x27x90 (cm),https://atrezzovazquez.es/admin/img_prod/VI25/VI25-1-720x540.png
2503,PER25,Perchero,Dormitorio  Español  ,Perchero burro estilo español columnas salomónicas,100x42x123 (cm),https://atrezzovazquez.es/admin/img_prod/PER25/PER25-1-720x540.png
2504,QIN25,Quinqués,,Quinqué peana metal lisa depósito cristal amarillo con asa,14x14x24 (cm),https://atrezzovazquez.es/admin/img_prod/QIN25/QIN25-720x540.png
2505,MYC25,Maletines y carteras,,Maletín fuelle cuero negro,40x20x30 (cm),https://atrezzovazquez.es/admin/img_prod/MYC25/MYC25-1-720x540.png
2506,MOU25,Mobiliario urbano,Calle  ,Señal de tráfico inglesa de sentido contrario,91x1x61 (cm),https://atrezzovazquez.es/admin/img_prod/MOU25/MOU25-720x540.png
2507,CDM25,Centro de mesa,,Centro de mesa de metal con asas figuras,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/CDM25/CDM25-720x540.png
2508,FIG25,Figuras,Adorno  ,Figura de escayola grande pintada cantante,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/FIG25/FIG25-720x540.png
2509,PLA25,Playa,Descatalogado  ,,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/PLA25/LOGOTIPO VAZQUEZ- 720x540.png
2510,REG25,Religión,Iglesia  ,Cáliz de metal,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/REG25/REG25-720x540.png
2511,RU25,Rural,Rústico  ,Pellejo de vino de cuero,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/RU25/RU25-1-720x540.png
2512,ALF26,Alfombra,Comedor  Salón  ,Alfombra dibujos marrones,240x170x1 (cm),https://atrezzovazquez.es/admin/img_prod/ALF26/ALF26-720x540.png
2513,AFC26,Alfombra de cama,Dormitorio  ,Alfombrín de cama verde con flores y fleco,140x63x1 (cm),https://atrezzovazquez.es/admin/img_prod/AFC26/AFC26-720x540.png
2514,AP26,Aparador,Comedor  Español  ,Aparador español cuarterones 2 cuerpos,150x50x210 (cm),https://atrezzovazquez.es/admin/img_prod/AP26/AP26-1-720x540.png
2515,ARC26,Arcon,Palacio  Salón  ,Arcón nogal tallado con pies,130x58x73 (cm),https://atrezzovazquez.es/admin/img_prod/ARC26/ARC26-1-720x540.png
2516,AR26,Armario,Dormitorio  ,Armario frente columnas puerta espejo,105x55x240 (cm),https://atrezzovazquez.es/admin/img_prod/AR26/AR26-720x540.png
2517,ATR26,Atril,Descatalogado  ,,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/ATR26/LOGOTIPO VAZQUEZ- 720x540.png
2518,BAC26,Banco,Jardín  Parque  ,Banco de parque patas hierro listones marrón,200x76x74 (cm),https://atrezzovazquez.es/admin/img_prod/BAC26/BAC26-720x540.png
2519,BAN26,Banqueta,Dormitorio  Salón  ,Puf de skay marrón redondo,68x68x40 (cm),https://atrezzovazquez.es/admin/img_prod/BAN26/BAN26-1-720x540.png
2520,BA26,Baño,Lavabo  ,"Lavabo con 2 llaves y caño, sin pie",66x52x10 (cm),https://atrezzovazquez.es/admin/img_prod/BA26/BA26-720x540.png
2521,BAU26,Baul,Viaje  ,Baúl pequeño de cuero con correas,34x31x28 (cm),https://atrezzovazquez.es/admin/img_prod/BAU26/BAU26-1-720x540.png
2522,BIO26,Biombo,Arabe  ,Biombo puerta árabe celosía palos torneados,110x4x300 (cm),https://atrezzovazquez.es/admin/img_prod/BIO26/BIO26-720x540.png
2523,CA26,Cama,Dormitorio  ,Cabecero recortado y balaustres,110x10x113 (cm),https://atrezzovazquez.es/admin/img_prod/CA26/CA26-720x540.png
2524,CO26,Cocinas,Varios cocina  ,Pila lavadero de cocina de mármol,70x50x18 (cm),https://atrezzovazquez.es/admin/img_prod/CO26/CO26-720x540.png
2525,COM26,Comoda,Comodín  Dormitorio  Frances  ,Comodín francés raiz claro a juego dormitorio,110x45x78 (cm),https://atrezzovazquez.es/admin/img_prod/COM26/COM26-1-720x540.png
2526,CON26,Consola,Recibidor  ,Consola pequeña 1/2 punto oscura pata central plana,60x31x80 (cm),https://atrezzovazquez.es/admin/img_prod/CON26/CON26-1-720x540.png
2527,CU26,Cuadro,Religioso  ,Cuadro marco ancho fotografía Adán y Eva (Milton),265x10x330 (cm),https://atrezzovazquez.es/admin/img_prod/CU26/CU26-720x540.png
2528,ANU26,Carteles y anuncios,Bar y cafetería  ,Cartel  antiguo chapa Ricard,25x1x10 (cm),https://atrezzovazquez.es/admin/img_prod/ANU26/ANU26-720x540.png
2529,ESP26,Espejo,Dormitorio  Salón  ,Espejo de pared marco tallado con balaustres,90x25x97 (cm),https://atrezzovazquez.es/admin/img_prod/ESP26/ESP26-720x540.png
2530,ES26,Estanteria,Despacho  Rústico  ,Estante casillero rústico,102x20x80 (cm),https://atrezzovazquez.es/admin/img_prod/ES26/ES26-720x540.png
2531,EST26,Estufa,Calefaccion  ,Radiador de hierro varios elementos,35x15x85 (cm),https://atrezzovazquez.es/admin/img_prod/EST26/EST26-720x540.png
2532,ESTAT26,Estatua,Religioso  ,Estatua imagen San Pancracio,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/ESTAT26/ESTAT26-1-720x540.png
2533,F26,Fichero,Despacho  ,Fichero metalico gris 5 cajones,46x66x136 (cm),https://atrezzovazquez.es/admin/img_prod/F26/F26-1-720x540.png
2534,MUS26,Instrumentos musicales,Musica  ,Violonchelo figurado antiguo,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/MUS26/MUS26 (INM13)-720x540.png
2535,ADO26,Adornos,Salón  ,Figura bronce grande jockey,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/ADO26/ADO26-720x540.png
2536,DPT26,Deporte,Bicicleta  Gimnasio  ,Bicicleta estática blanca Proaction,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/DPT26/DPT26-720x540.png
2537,LAM26,Lámpara,Lámpara de mesa  Salón  ,Lámpara de mesa loza blanca filo oro,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/LAM26/LAM26-720X540.png
2538,FUM26,Artículos de fumador,Cenicero  ,Ceniceros alabastro diferentes,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/FUM26/FUM26-720X540.png
2539,M26,Mesa,Centro  Salón  ,Mesa centro pino cuadrada,55x33x47 (cm),https://atrezzovazquez.es/admin/img_prod/M26/M26-1-720x540.png
2540,BAD26,Bandejas,,Bandejas-paneras plateadas diferentes,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/BAD26/BAD26-720x540.png
2541,BYC26,Atrezzo de bar y cafetería,Bar y cafetería  ,Enfría botellas antiguo plateado para 2 botellas,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/BYC26/BYC26(BAR26-720x540).png
2542,COL26,Atrezzo colegio,Colegio  ,Cuadernos colegio antiguos caligrafía,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/COL26/COL26-720x540.png
2543,DES26,Atrezzo despacho,Despacho  Máquinas de escribir  ,Máquina de escribir Hispano Olivetti (funciona),1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/DES26/DES26-720x540.png
2544,BEB26,Bebé,Cochecito  ,Silla de niño 3 ruedas con capota,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/BEB26/BEB26-720x540.png
2545,CST26,Moda y costura,Costurero  ,Costurero,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/CST26/CST26-1-720x540.png
2546,CAR26,Caja registradora,Calculadoras  Despacho  ,Calculadora eléctrica con rodillo,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/CAR26/CAR26 (DES103)-720x540.png
2547,CRI26,Cristalería,Jarras  ,Jarras cristal Duralex colores.,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/CRI26/CRI26-720x540.png
2548,MC26,Macetero,Columna  ,Columna escayola rosa con capitel,30x30x105 (cm),https://atrezzovazquez.es/admin/img_prod/MC26/MC26-1-720x540.png
2549,ME26,Mesilla,Dormitorio  ,Mesilla nogal 2 cajones frente ondas,54x33x55 (cm),https://atrezzovazquez.es/admin/img_prod/ME26/ME26-1-720x540.png
2550,VET26,Ventilador,Aire acondicionado  ,Aparato de aire acondicionado CONVAIR con ruedas,50x38x85 (cm),https://atrezzovazquez.es/admin/img_prod/VET26/VET26-1-720x540.png
2551,REL26,Reloj,Salón  ,Reloj de pared antiguo pintado,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/REL26/REL26-720x540.png
2552,TEL26,Telefonía,,Contestadores automáticos pequeños,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/TEL26/TLF26-720x540.png
2553,MYN26,Maletas y neceseres de viaje,Viaje  ,Maleta fibra jaspeada gris cierres metal,65x45x25 (cm),https://atrezzovazquez.es/admin/img_prod/MYN26/MYN26-720x540.png
2554,TOC26,Objetos de tocador,Tocador  ,Juego de tocador antiguo metal y nácar flores (espejo y cepillo),0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/TOC26/TOC26-720x540.png
2555,JUG26,Juguetes,Juguete  ,Juego de bolos antiguos de madera,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/JUG26/JUG26-720x540.png
2556,JAR26,Jarrones y jarras,Adorno  Decoración  Salón  ,Jarrón Talavera  2 asas,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/JAR26/JAR26-720x540.png
2557,MYS26,Tocadiscos y altavoces,Electrónica  Musica  Sonido  ,Tocadiscos caja sapeli tapa plástico Dual,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/MYS26/MYS26-720x540.png
2558,TP26,Tapices y estandartes,Salón  ,Tapiz bordado terciopelo ciervos con marco nogal filo metal,203x5x124 (cm),https://atrezzovazquez.es/admin/img_prod/TP26/TP26-720x540.png
2559,ML26,Librería,Jacobino  Salón  ,Mueble librero jacobino oscuro,200x22x120 (cm),https://atrezzovazquez.es/admin/img_prod/ML26/ML26-1-720x540.png
2560,MED26,Atrezzo medicina,Hospital  Medicina  ,Fonendoscopio,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/MED26/MED26-720x540.png
2561,HOS26,Hospitales,Hospital  Medicina  ,CARRO DE ROPA HOSPITAL NIQUELADO Y AZUL,60x60x87 (cm),https://atrezzovazquez.es/admin/img_prod/HOS26/HOS26-720x540.png
2562,VAA26,Atrezzo vario,,Silbato antiguo de metal con cordón,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/VAA26/VAA26-720x540.png
2563,RAD26,Radios,,Radio antigua pequeña 2 mandos Iberia,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/RAD26/RAD26-720x540.png
2564,SI26,Sillón,Curvado  Sillería  ,Sillón curvado claro asiento tapizado,58x50x95 (cm),https://atrezzovazquez.es/admin/img_prod/SI26/SI26-1-720x540.png
2565,MV26,Muebles varios,Español  Taquillón  ,Taquillón estilo español oscuro 4 cajones,65x34x71 (cm),https://atrezzovazquez.es/admin/img_prod/MV26/MV26-1-720x540.png
2566,JUE26,Juego,,Tablero de ajedrez,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/JUE26/JUE26-720x540.png
2567,SIL26,Silla,Curvado  Sillería  ,Silla curvada clara asiento tapizado,40x40x93 (cm),https://atrezzovazquez.es/admin/img_prod/SIL26/SIL26-1-720x540.png
2568,MOS26,Mostrador,Bar y cafetería  ,Mostrador barra de bar frente madera,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/MOS26/MOS26-1-720x540.png
2569,S26,Sofá,Curvado  Salón  Sillería  ,Sofá curvado nogal asiento tapizado,120x55x98 (cm),https://atrezzovazquez.es/admin/img_prod/S26/S26-1-720x540.png
2570,TYV26,Televisores y vídeos,Televisor  ,"Televisión caja plástico gris Sanyo 21""",70x40x46 (cm),https://atrezzovazquez.es/admin/img_prod/TYV26/TYV26-720x540.png
2571,PV26,Pie de vela,Iglesia  Medieval  ,Pie de vela de iglesia de hierro de pinchos,110x23x77 (cm),https://atrezzovazquez.es/admin/img_prod/PV26/PV26-1-720x540.png
2572,VI26,Vitrina,Descatalogado  ,Descatalogado,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/VI26/LOGOTIPO VAZQUEZ- 720x540.png
